# board=.../SMM Test Jig/LPC_probe.top.etch.tap
# tool size=0.002500
# pass=1
# preview window width=800 height=600
 0.04236, 0.04171, 0.04101, 0.04404
 0.04101, 0.04404, 0.04031, 0.04665
 0.04031, 0.04665, 0.04031, 1.33766
 0.04031, 1.33766, 0.04031, 1.34036
 0.04031, 1.34036, 0.04101, 1.34296
 0.04101, 1.34296, 0.04236, 1.34530
 0.04236, 1.34530, 0.04427, 1.34721
 0.04427, 1.34721, 0.04660, 1.34856
 0.04660, 1.34856, 0.04921, 1.34926
 0.04921, 1.34926, 0.65000, 1.34926
 0.65000, 1.34926, 0.65261, 1.34856
 0.65261, 1.34856, 0.65495, 1.34721
 0.65495, 1.34721, 0.65686, 1.34530
 0.65686, 1.34530, 0.65820, 1.34296
 0.65820, 1.34296, 0.65890, 1.34036
 0.65890, 1.34036, 0.65890, 0.04665
 0.65890, 0.04665, 0.65820, 0.04404
 0.65820, 0.04404, 0.65686, 0.04171
 0.65686, 0.04171, 0.65495, 0.03980
 0.65495, 0.03980, 0.65261, 0.03845
 0.65261, 0.03845, 0.65000, 0.03775
 0.65000, 0.03775, 0.04921, 0.03775
 0.04921, 0.03775, 0.04660, 0.03845
 0.04660, 0.03845, 0.04427, 0.03980
 0.04427, 0.03980, 0.04236, 0.04171
 0.18538, 0.13810, 0.19227, 0.13525
 0.19227, 0.13525, 0.42373, 0.13525
 0.42373, 0.13525, 0.43062, 0.13810
 0.43062, 0.13810, 0.43638, 0.14387
 0.43638, 0.14387, 0.47790, 0.18538
 0.47790, 0.18538, 0.48075, 0.19227
 0.48075, 0.19227, 0.48075, 0.22773
 0.48075, 0.22773, 0.47775, 0.23498
 0.47775, 0.23498, 0.47741, 0.23556
 0.47741, 0.23556, 0.47723, 0.23622
 0.47723, 0.23622, 0.47697, 0.23684
 0.47697, 0.23684, 0.47689, 0.23752
 0.47689, 0.23752, 0.47671, 0.23817
 0.47671, 0.23817, 0.47671, 0.23885
 0.47671, 0.23885, 0.47662, 0.23952
 0.47662, 0.23952, 0.47671, 0.24019
 0.47671, 0.24019, 0.47671, 0.33597
 0.47671, 0.33597, 0.46997, 0.34271
 0.46997, 0.34271, 0.46865, 0.34499
 0.46865, 0.34499, 0.46862, 0.34504
 0.46862, 0.34504, 0.46859, 0.34515
 0.46859, 0.34515, 0.46793, 0.34765
 0.46793, 0.34765, 0.46793, 0.35035
 0.46793, 0.35035, 0.46794, 0.35039
 0.46794, 0.35039, 0.46862, 0.35296
 0.46862, 0.35296, 0.46997, 0.35529
 0.46997, 0.35529, 0.47188, 0.35720
 0.47188, 0.35720, 0.47417, 0.35852
 0.47417, 0.35852, 0.47422, 0.35855
 0.47422, 0.35855, 0.47433, 0.35858
 0.47433, 0.35858, 0.47683, 0.35925
 0.47683, 0.35925, 0.49373, 0.35925
 0.49373, 0.35925, 0.50062, 0.36210
 0.50062, 0.36210, 0.61023, 0.47171
 0.61023, 0.47171, 0.61790, 0.47938
 0.61790, 0.47938, 0.62075, 0.48627
 0.62075, 0.48627, 0.62075, 1.09573
 0.62075, 1.09573, 0.61790, 1.10262
 0.61790, 1.10262, 0.50829, 1.21223
 0.50829, 1.21223, 0.50062, 1.21990
 0.50062, 1.21990, 0.49373, 1.22275
 0.49373, 1.22275, 0.29027, 1.22275
 0.29027, 1.22275, 0.28338, 1.21990
 0.28338, 1.21990, 0.22977, 1.16629
 0.22977, 1.16629, 0.22210, 1.15862
 0.22210, 1.15862, 0.21925, 1.15173
 0.21925, 1.15173, 0.21925, 1.11627
 0.21925, 1.11627, 0.22225, 1.10902
 0.22225, 1.10902, 0.22259, 1.10844
 0.22259, 1.10844, 0.22277, 1.10778
 0.22277, 1.10778, 0.22303, 1.10716
 0.22303, 1.10716, 0.22311, 1.10648
 0.22311, 1.10648, 0.22329, 1.10583
 0.22329, 1.10583, 0.22329, 1.10515
 0.22329, 1.10515, 0.22338, 1.10448
 0.22338, 1.10448, 0.22329, 1.10381
 0.22329, 1.10381, 0.22329, 1.01403
 0.22329, 1.01403, 0.23017, 1.00715
 0.23017, 1.00715, 0.27065, 1.00715
 0.27065, 1.00715, 0.27104, 1.00738
 0.27104, 1.00738, 0.27104, 1.00738
 0.27104, 1.00738, 0.27104, 1.00738
 0.27104, 1.00738, 0.27242, 1.00775
 0.27242, 1.00775, 0.27365, 1.00807
 0.27365, 1.00807, 0.27365, 1.00807
 0.27365, 1.00807, 0.27365, 1.00807
 0.27365, 1.00807, 0.27501, 1.00807
 0.27501, 1.00807, 0.27635, 1.00807
 0.27635, 1.00807, 0.27635, 1.00807
